Aliveness	O
in	O
the	O
work	O
of	O
the	O
group	O
:	O
a	O
subjective	O
guide	O
to	O
creative	O
character	O
change	O
.	O
The	O
subjective	O
response	O
of	O
aliveness	O
in	O
the	O
work	O
of	O
the	O
group	O
may	O
be	O
a	O
valuable	O
signal	O
on	O
the	O
journey	O
toward	O
creative	O
character	O
change	O
in	O
group	B-Mental_health_practices
therapy	I-Mental_health_practices
.	O
In	O
order	O
to	O
promote	O
change	O
in	O
others	O
,	O
the	O
group	O
therapist	O
must	O
engage	O
deeply	O
and	O
use	O
internal	O
responses	O
as	O
guides	O
during	O
interactions	O
with	O
group	O
members	O
as	O
well	O
as	O
in	O
relation	O
to	O
the	O
group	O
as	O
a	O
whole	O
.	O
Subjective	O
awareness	O
of	O
increased	O
aliveness	O
that	O
is	O
linked	O
with	O
a	O
sense	O
of	O
the	O
work	O
of	O
the	O
group	O
may	O
guide	O
both	O
therapist	O
and	O
group	O
participants	O
in	O
the	O
midst	O
of	O
inevitable	O
anxieties	O
and	O
passions	O
aroused	O
during	O
this	O
quest	O
for	O
new	O
vitality	O
and	O
freedom	O
in	O
relationships	O
in	O
the	O
group	O
.	O
Winnicott	O
'	O
s	O
concept	O
of	O
potential	O
space	O
as	O
well	O
as	O
group	O
-	O
relations	O
theory	O
about	O
the	O
primary	O
task	O
provide	O
a	O
conceptual	O
foundation	O
for	O
this	O
approach	O
not	O
only	O
on	O
the	O
level	O
of	O
the	O
individual	O
member	O
within	O
the	O
group	O
but	O
also	O
on	O
the	O
level	O
of	O
the	O
group	O
as	O
a	O
whole	O
.	O
Two	O
-	O
year	O
follow	O
-	O
up	O
study	O
of	O
cognitive	B-Mental_health_practices
behavioral	I-Mental_health_practices
therapy	I-Mental_health_practices
for	O
sexually	B-Socioeconomic_factors
abused	I-Socioeconomic_factors
children	I-Socioeconomic_factors
suffering	O
post	O
-	O
traumatic	O
stress	O
symptoms	O
.	O
OBJECTIVE	O
:	O
The	O
present	O
study	O
sought	O
to	O
determine	O
whether	O
the	O
12	O
-	O
session	O
pre	O
-	O
to	O
posttest	O
therapeutic	O
gains	O
that	O
had	O
been	O
found	O
by	O
Deblinger	O
,	O
Lippmann	O
.	O
and	O
Steer	O
(	O
1996	O
)	O
for	O
an	O
initial	O
sample	O
of	O
100	O
sexually	B-Socioeconomic_factors
abused	I-Socioeconomic_factors
children	I-Socioeconomic_factors
suffering	O
posttraumatic	O
stress	O
disorder	O
(	O
PTSD	O
)	O
symptoms	O
would	O
be	O
sustained	O
2	O
years	O
after	O
treatment	O
.	O
METHOD	O
:	O
These	O
sexually	B-Socioeconomic_factors
abused	I-Socioeconomic_factors
children	I-Socioeconomic_factors
,	O
along	O
with	O
their	O
nonoffending	O
mothers	O
,	O
had	O
been	O
randomly	O
assigned	O
to	O
one	O
of	O
three	O
cognitive	B-Mental_health_practices
-	I-Mental_health_practices
behavioral	I-Mental_health_practices
treatment	I-Mental_health_practices
conditions	O
,	O
child	O
only	O
,	O
mother	O
only	O
,	O
or	O
mother	O
and	O
child	O
,	O
or	O
a	O
community	O
comparison	O
condition	O
,	O
and	O
were	O
followed	O
for	O
3	O
months	O
,	O
6	O
months	O
,	O
1	O
year	O
,	O
and	O
